@relation 'dataset_hw_3'

@attribute condition {'1-Control', '2-Buttony-Conversion-Buttons'}
@attribute user_id String
@attribute geo_country String
@attribute device_type {'Computer', 'Tablet', 'Mobile'}
@attribute refr_source String
@attribute view_depth numeric
@attribute view_height numeric
@attribute browser_language String
@attribute click_count numeric
@attribute view_count numeric
@attribute pageview_count numeric
@attribute pageping_count numeric
@attribute session_count numeric

@data
1-Control,63610ad8-6589-4775-b315-f583d5e6726f,RS,Mobile,,360,616,en,0,0,9,17,1
1-Control,63667492-2799-409e-ad94-1df23eca482e,IN,Mobile,Google,375,628,en,0,0,12,14,1
2-Buttony-Conversion-Buttons,6366d180-5b81-421a-baa1-e8a8b5eb5315,DE,Mobile,,320,529,it,0,0,3,10,2
2-Buttony-Conversion-Buttons,636a862d-d1c8-4bcd-af02-5c3602fa9215,KE,Mobile,Google,300,372,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,636b90f9-90cb-4a49-a7e5-4fcd4c883d59,MA,Mobile,,360,616,fr,0,0,29,65,1
2-Buttony-Conversion-Buttons,636f034d-c3a5-4162-a852-1b652603797e,NG,Mobile,,343,465,en,0,0,0,0,1
1-Control,637002a1-7413-4e79-ba90-897b5418553f,NP,Mobile,,320,403,en,0,0,3,13,2
2-Buttony-Conversion-Buttons,6371ed50-005e-464d-a3db-7e22209d7569,CH,Mobile,Google,375,628,en,0,0,1,5,1
2-Buttony-Conversion-Buttons,6374198e-bff2-4408-bc6e-2d78841c34bb,GB,Mobile,,320,460,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,637449da-8289-44de-a9bf-c0a0b228c312,ZA,Mobile,Google,375,628,en,0,0,2,7,1
2-Buttony-Conversion-Buttons,6374aa9e-4950-4e1e-b30c-ca0b91a3733e,NG,Tablet,,600,847,en,0,0,83,42,6
1-Control,637c05f5-d46a-49e3-b8d7-ec5f5f5b9f19,BD,Mobile,Google,320,508,en,0,0,1,5,1
2-Buttony-Conversion-Buttons,637d7c8d-76fd-498b-b1a0-be6fc39cdf92,EG,Mobile,Google,412,652,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,637f3de5-19e4-4726-80b4-3976206c4cba,NG,Mobile,,343,488,en,0,0,0,0,1
1-Control,6381f18d-e5a5-4df1-9b9d-b17faecb4a14,BD,Mobile,Google,300,425,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,63840dc9-c6f1-4337-929f-593226352149,US,Mobile,Google,414,696,en,0,0,4,13,1
1-Control,638e6687-829e-42c2-8357-220a0460c2e2,ET,Mobile,,320,8950,en,0,0,12,2,1
2-Buttony-Conversion-Buttons,63918101-663f-4897-a03f-eb10fcecdc6c,AU,Mobile,Google,375,647,en,0,0,1,2,1
2-Buttony-Conversion-Buttons,63ac2a3b-4e51-4451-89d2-c638bef70958,NG,Mobile,Google,534,197,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,63b206c2-d927-4060-b4ae-a59e441c5b53,GB,Mobile,Google,360,615,en,0,0,1,1,1
2-Buttony-Conversion-Buttons,63d3202f-07ac-4403-ab87-9c80fc228b73,NL,Mobile,Google,375,559,en,0,0,0,0,1
1-Control,63d5a900-d2da-41f5-8eb2-d9e7fe2ba57d,KE,Mobile,,343,451,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,63da87f3-0991-4bba-a019-d3a633bf89f1,AT,Mobile,Google,412,604,de,0,0,0,0,1
1-Control,63dbf2a2-0c8f-4a94-afe3-ec444936c964,IN,Mobile,,360,568,en,0,0,7,12,1
1-Control,63e39499-090d-48aa-9b20-ede875787fd7,ET,Mobile,Google,300,425,en,0,0,0,0,1
1-Control,63ed88c1-3839-4ebf-9b00-10dc5f4cda5b,NG,Mobile,,320,5774,en,0,0,4,5,1
2-Buttony-Conversion-Buttons,63edb16e-0ff7-4a70-a0ca-27db80275d34,EC,Mobile,,360,640,en,0,0,2,3,1
2-Buttony-Conversion-Buttons,640483fb-7188-48a1-879f-bae23dca4891,JP,Mobile,,375,628,en,0,0,5,1,1
1-Control,64060ca8-723d-4dc6-9b3e-96810ee16c53,KE,Mobile,Google,300,372,en,0,0,0,0,1
1-Control,640db6ea-9554-49c7-a8ad-e53f78de6d17,KE,Mobile,Google,320,485,en,0,0,1,1,1
2-Buttony-Conversion-Buttons,640e2f21-3370-4448-956f-b8c9505aa136,PS,Mobile,Google,360,616,en,0,0,8,26,1
1-Control,6413ca3b-3c05-4bff-b322-b5ad068ac76a,MY,Mobile,Google,534,508,en,0,0,5,3,1
2-Buttony-Conversion-Buttons,6415040c-20c5-4a9c-87a7-7e93fb3ae77e,RS,Mobile,,320,529,en,0,0,3,9,1
1-Control,641a2cb8-062d-43e8-a310-efd8f125f3cb,TR,Mobile,Google,640,615,en,0,0,12,17,1
1-Control,64245a48-62f9-49c7-a5a3-7c3d2518ba34,GH,Mobile,,412,708,en,0,0,3,5,1
2-Buttony-Conversion-Buttons,6427d64c-f8d6-4f2d-b9ff-e2d18e73b724,GH,Mobile,,320,484,en,0,0,115,674,7
2-Buttony-Conversion-Buttons,6429138f-5891-4a1c-bfa2-733a477434e5,UG,Mobile,,343,465,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,642b87fc-3a93-423f-80c8-315d3f9a453e,IN,Mobile,Google,640,616,en,0,0,8,22,1
2-Buttony-Conversion-Buttons,642dcafd-dcb2-4aae-b7da-00fbe0363191,IN,Mobile,Google,360,567,en,0,0,9,15,3
1-Control,642e8901-8adb-4d36-86df-01b95591fae8,MY,Mobile,Google,320,508,en,0,0,2,1,1
2-Buttony-Conversion-Buttons,64307fa5-eb34-4e66-8d08-584a1f34dc44,EG,Mobile,Google,320,529,en,0,0,17,22,1
2-Buttony-Conversion-Buttons,6443663c-6f7c-4332-a76a-7bec418ea95c,FR,Mobile,Yahoo,320,460,fr,0,0,0,0,1
1-Control,64473d7c-3893-4c46-83fe-f5837c87cbf3,VN,Mobile,,172,188,vi,0,0,0,0,1
2-Buttony-Conversion-Buttons,644a010b-2f16-4b0c-859d-058aa917f9ee,NP,Mobile,,343,500,en,0,0,0,0,1
1-Control,644a0266-6e33-4bc9-a380-3b545b022f35,RW,Mobile,,538,896,en,0,0,26,167,1
1-Control,644ebb4a-b13b-4945-bcc2-845190ca43d8,GI,Mobile,Google,320,544,en,0,0,1,2,1
1-Control,644f53b8-74a8-442f-b7ca-2aaec2579736,IN,Mobile,Google,342,521,en,0,0,5,4,1
2-Buttony-Conversion-Buttons,645156a1-017a-4311-8bff-9993ab19ea89,IN,Mobile,Google,320,544,en,0,0,1,3,1
1-Control,64527d7b-3e16-431a-9191-7a01be0511ab,IN,Mobile,Google,568,548,en,0,0,2,12,1
2-Buttony-Conversion-Buttons,64529d4a-624e-4ba4-819a-b9cda76d2fbd,US,Mobile,Google,375,547,en,0,0,0,0,1
1-Control,64555e29-b18c-4f9a-b425-1e6263f60301,IN,Mobile,Google,320,441,en,0,0,1,5,1
2-Buttony-Conversion-Buttons,6459242d-d95a-4384-80d1-0570aefb784b,IN,Mobile,,343,500,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,645f85aa-1088-477f-b77d-9b9cbac2629d,LB,Mobile,Google,375,628,en,0,0,11,13,1
1-Control,6462fa8d-3e48-4660-9c89-a33205a5e1ed,AL,Mobile,Yahoo,320,441,it,0,0,0,0,1
1-Control,64701a1d-114f-4d1b-a18f-fdf2d88fea38,GB,Mobile,Google,640,330,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,647f7749-5ef6-480b-a156-c33e39f4d2a9,ID,Mobile,Google,568,529,en,0,0,3,21,2
2-Buttony-Conversion-Buttons,64816772-688d-4460-a591-79aa49bba0d5,BD,Mobile,Google,360,616,en,0,0,4,13,1
1-Control,64819a48-2fe0-4a9c-87a4-05baa1a80d41,NG,Mobile,Google,360,568,en,0,0,4,32,1
1-Control,6483a413-3c1d-40a1-8fca-1c9ec2c0fb6f,IN,Mobile,Google,360,620,en,0,0,18,7,1
1-Control,6483b08f-ae22-4708-be9b-d5c69a2d26f3,US,Unknown,,412,732,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,6489b87a-1366-418b-9ef1-99aac8d4fe5a,NG,Mobile,,320,405,en,0,0,18,1,1
2-Buttony-Conversion-Buttons,6494c155-b5e7-44b5-b198-7af8f70ec211,NG,Mobile,Google,320,489,en,0,0,1,5,1
2-Buttony-Conversion-Buttons,649b3a04-1c78-4b29-ab0d-ccace9527535,US,Mobile,,360,640,en,0,0,3,7,1
1-Control,64a7e91c-ca6d-4ad5-ac2c-f8bd99951a05,IN,Mobile,Google,375,628,en,0,0,4,7,1
2-Buttony-Conversion-Buttons,64ba14a2-f85f-472b-8dea-e97b9d0b3fec,GB,Mobile,,320,240,en,0,0,0,0,1
1-Control,64c6a30c-3422-45b5-8ca9-943a87587e44,GB,Mobile,Google,320,529,en,0,0,2,6,1
1-Control,64c787d0-3eb0-4360-8687-b23091779d3d,BD,Mobile,Google,360,567,en,0,0,14,24,1
2-Buttony-Conversion-Buttons,64cfdbe9-513b-45de-8f8c-50f73421ca30,CY,Mobile,Google,320,460,en,0,0,0,0,1
1-Control,64d0b851-6654-4e7f-a051-b7c2ee3d61d9,SD,Mobile,Google,343,500,en,0,0,1,1,1
2-Buttony-Conversion-Buttons,64d23c0c-3e20-44f2-8a40-7b3d82bb77aa,GB,Mobile,Google,360,575,en,0,0,1,1,1
2-Buttony-Conversion-Buttons,64dacb27-979c-4539-8ea4-99071ce7923a,GB,Mobile,Google,360,615,en,0,0,8,11,1
1-Control,64dcfdcb-0b6d-4b7e-86e5-c9e61309f688,GR,Mobile,Google,375,559,el,0,0,0,0,1
2-Buttony-Conversion-Buttons,64e54ec0-ba74-407a-9d15-8cf8a571ec0c,NG,Mobile,Google,291,332,en,0,0,0,0,1
1-Control,64e6bfe3-9653-4ba1-903e-b7787fb91217,LR,Mobile,Google,360,555,en,0,0,4,6,1
2-Buttony-Conversion-Buttons,64f58269-ce41-45c8-b3b5-0cabb8ee0941,US,Mobile,,411,731,en,0,0,0,0,1
1-Control,64fd21e8-5f14-4a18-88ed-6228622dec85,PK,Mobile,,400,584,en,0,0,0,0,1
1-Control,6505b51f-cbd1-47b1-bd27-3e07261b222b,ET,Mobile,,300,425,en,0,0,0,0,1
1-Control,65105bbc-8a14-4156-8b95-0f6fc36e7ef8,NP,Mobile,,300,7,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,6519b294-bdc7-4e8e-91a7-2147a932d25e,GR,Mobile,Google,360,615,en,0,0,5,23,6
1-Control,6521b747-5b65-47cc-a82a-6a29e5a55aad,GH,Mobile,,381,512,en,0,0,0,0,1
1-Control,6525da24-f874-4488-8ec8-016bd706da4d,TZ,Mobile,,400,585,en,0,0,0,0,1
1-Control,652f282a-0a92-4b3c-84f2-cc38a8ab408f,JO,Mobile,,320,480,en,0,0,9,12,1
1-Control,653a07c3-b927-40df-a930-4e6ebf4940e8,DK,Mobile,Google,375,559,da,0,0,0,0,1
1-Control,6545f3de-9177-45c9-a437-3501b5968007,US,Mobile,,411,731,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,6551010a-297a-4fbd-b950-b354c7e320ca,IN,Mobile,Google,320,460,en,0,0,0,0,1
1-Control,656326b9-3951-404f-848a-95f895868197,US,Mobile,Google,360,568,en,0,0,2,6,1
2-Buttony-Conversion-Buttons,6576e147-cf2d-4f6e-bebb-7756aa4ae76e,ZA,Tablet,,601,937,en,0,0,11,10,1
1-Control,65840c6b-9c9d-4b19-ae2b-853cfbf8eeed,IN,Mobile,Google,360,567,en,0,0,5,5,2
2-Buttony-Conversion-Buttons,65875ab4-dfe1-4355-91d5-5f669194e81c,TZ,Mobile,Google,300,392,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,65893d3a-da8a-4336-b2a8-1479d3cd594f,CA,Mobile,Google,360,574,en,0,0,2,6,1
1-Control,658b8841-5f0d-4f73-95f1-4eb42d5b64f0,GH,Mobile,Google,320,544,en,0,0,1,2,1
1-Control,658baf9a-f289-4326-b8ec-dc00613c3b01,NG,Mobile,,343,6789,en,0,0,1,1,1
2-Buttony-Conversion-Buttons,65900d8d-0ce9-4ece-89bd-6f973645ce61,CA,Mobile,,375,628,en,0,0,5,9,1
1-Control,659d3790-3cff-442b-9119-d67ab76dc873,SA,Mobile,,360,616,en,0,0,10,37,2
2-Buttony-Conversion-Buttons,659ecd18-cc39-40c8-bb7d-c8f254259b0c,IN,Mobile,Google,360,567,en,0,0,1,11,1
2-Buttony-Conversion-Buttons,65a10092-1221-4113-bd82-73f594278b79,NZ,Mobile,Google,360,615,en,0,0,7,11,1
1-Control,65a14f51-c862-450b-b0fa-248847503506,GH,Mobile,Google,300,392,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,65aabee2-5002-4775-8176-262c2da3e4df,US,Mobile,Google,414,628,en,0,0,0,0,1
1-Control,65aaf5a0-0584-479a-9061-50b24500ff24,TR,Mobile,,360,616,tr,0,0,6,5,1
2-Buttony-Conversion-Buttons,65bd2a32-c302-4fa2-a602-97ed7d3832ea,GB,Mobile,Google,320,460,en,0,0,1,1,1
1-Control,65d1b9eb-c9f3-4d31-823b-cd2f86d3c09f,TZ,Mobile,Google,320,508,en,0,0,0,0,1
1-Control,65d2b9f8-8622-42ec-8ccf-4556de3c667a,SG,Mobile,Google,360,616,en,0,0,10,29,1
2-Buttony-Conversion-Buttons,65d6b49a-75c6-455e-a93c-a153442875d3,KE,Computer,,320,7385,en,0,0,4,2,1
2-Buttony-Conversion-Buttons,65dc45b7-0e54-44be-9f0f-6f5523c04a85,NP,Mobile,Google,300,372,en,0,0,0,0,1
1-Control,65e1df8c-ec03-4a44-ab45-e5fd4d970032,GR,Mobile,Google,360,615,el,0,0,14,11,1
2-Buttony-Conversion-Buttons,65e2d081-c1cb-4444-99f0-9e305e258137,AU,Mobile,Google,320,529,en,0,0,3,4,1
1-Control,65e594b3-658d-4727-a18e-22b3bcc5b5e4,BD,Tablet,,601,937,en,0,0,7,12,1
1-Control,65ee8a62-e8c1-48e4-ab05-b11025813116,UA,Mobile,Google,360,615,uk,0,0,1,4,1
2-Buttony-Conversion-Buttons,6605994d-823e-4db0-a125-440174a4f8b0,GB,Mobile,Google,360,616,en,0,0,3,5,1
2-Buttony-Conversion-Buttons,66093636-a88b-448b-9513-5615bfc6d2b3,ET,Mobile,,320,455,en,0,0,5,20,1
2-Buttony-Conversion-Buttons,660b1e08-161a-4230-a69b-f4357b7b5732,AE,Mobile,Google,412,708,en,0,0,17,22,2
2-Buttony-Conversion-Buttons,6610c450-8c47-4eac-ad6b-8fd49ac7386c,CM,Mobile,,360,567,fr,0,0,26,72,2
2-Buttony-Conversion-Buttons,66168d34-1ec6-4cbe-9aa7-dc6619abdd0e,SE,Mobile,Google,320,471,sv,0,0,1,2,1
1-Control,6619188b-b900-4db4-841f-31f8679b5b64,TR,Mobile,,320,460,tr,0,0,1,2,2
2-Buttony-Conversion-Buttons,6620084f-5afb-4ff4-9329-07140d9880d6,GH,Mobile,Google,400,584,en,0,0,0,0,1
1-Control,662793fd-9e72-4c80-99be-f24d47722a0d,LB,Mobile,,320,458,en,0,0,3,16,1
2-Buttony-Conversion-Buttons,663bbcc1-7cb2-44e1-8fc0-2eddf51ac77d,IN,Mobile,Google,360,567,en,0,0,19,31,1
2-Buttony-Conversion-Buttons,663dd176-3472-4986-896f-ccdb66bf33d9,AM,Mobile,Google,360,615,ru,0,0,3,1,1
2-Buttony-Conversion-Buttons,663f4d21-df73-4e1a-be50-58f2c2a19e69,GH,Mobile,Google,360,508,en,0,0,6,39,1
2-Buttony-Conversion-Buttons,6640774b-127a-46a3-aaaa-b1a0250115ca,CA,Mobile,Google,320,529,en,0,0,4,10,1
1-Control,66469422-efd5-443f-939c-f9ad476e9e78,BD,Mobile,,360,615,en,0,0,185,417,1
1-Control,664ed138-e968-41d0-a986-3695cce74c74,TZ,Mobile,,300,425,en,0,0,0,0,1
1-Control,664fdbbe-cd4a-4825-b8ed-3364ed11552d,DE,Mobile,,360,616,en,0,0,6,5,1
2-Buttony-Conversion-Buttons,665586bc-bb27-4591-96ca-9eef29f83fe9,IT,Mobile,Google,360,616,it,0,0,3,2,1
2-Buttony-Conversion-Buttons,665d56d4-5b22-4fe1-8ee1-052ce9042767,IN,Mobile,Google,300,425,en,0,0,0,0,1
1-Control,6663b2a2-3bd4-4b7a-9dea-f85c5e18fcdc,IN,Mobile,,360,616,en,0,0,1,2,1
1-Control,66745506-b2b7-4f4f-915f-58855e561a0f,ET,Mobile,,320,6188,en,0,0,7,2,1
1-Control,667d7f74-311f-4c6d-95e9-64e95a6eaf58,AU,Mobile,Google,360,515,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,667f347e-b9c6-407d-9aa6-a17df119b465,CA,Mobile,Google,320,529,en,0,0,2,2,1
2-Buttony-Conversion-Buttons,668a9bee-4036-441e-9d42-001a0a18f145,FR,Mobile,Google,360,616,fr,0,0,10,32,1
1-Control,6693f4f4-8e71-4e2d-bf43-bf3ea35c2a8d,AZ,Mobile,,360,616,en,0,0,3,4,1
1-Control,6697d071-675f-4e12-9b3a-835f2c19c0d2,EG,Mobile,,598,567,en,0,0,7,12,2
1-Control,669ef997-6f42-430e-9739-769d74a2ebd3,IN,Mobile,Google,360,568,en,0,0,3,6,1
2-Buttony-Conversion-Buttons,66a424a2-ac46-43cf-987f-7e17288668cb,JP,Mobile,Yahoo,320,529,ja,0,0,1,1,1
1-Control,66a4305e-c72e-4af3-9091-517fd4d8fda3,ZA,Computer,Google,320,533,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,66a9d79c-bb8d-4902-95e7-49bd86f7452a,IN,Mobile,Google,320,544,en,0,0,3,6,1
2-Buttony-Conversion-Buttons,66ad9623-667e-4954-ac8b-2fd0fa4184d4,IN,Mobile,Google,320,372,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,66af6aa8-4bca-45bc-b816-8d0b621c8ce3,HR,Mobile,Google,360,567,es,0,0,6,11,1
2-Buttony-Conversion-Buttons,66b65ced-a8c8-45ba-a490-f1c0b3e44826,SG,Mobile,Google,375,628,en,0,0,2,1,2
2-Buttony-Conversion-Buttons,66bbb50d-4231-4fbf-a631-27a26a50ebe7,US,Mobile,Google,360,616,en,0,0,3,14,1
1-Control,66be3d6a-4c07-48b3-a9d1-7d23173fefc8,DE,Mobile,Google,360,560,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,66c2b17d-683f-40f0-834d-267b8f2e8704,CA,Mobile,,360,615,en,0,0,2,3,1
2-Buttony-Conversion-Buttons,66c8764e-e884-4f81-9d35-fcc6163fcaad,NG,Mobile,Google,342,526,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,66ce84f6-f0b2-4ee1-8e2b-5962b4d7a9f3,GH,Mobile,,300,392,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,66d21548-4081-440d-8182-d54ca65ebc9d,KE,Mobile,,343,425,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,66d56769-a7f3-48a3-8a18-8c4e7f2ad25b,IN,Mobile,Google,360,560,en,0,0,0,0,1
1-Control,66de6d85-a202-4b19-a41e-420fa239f41a,MY,Mobile,Google,375,591,en,0,0,2,2,1
1-Control,66f0d40f-93c5-4d7b-8437-b79bb1398b02,GB,Mobile,Google,480,245,en,0,0,3,3,2
1-Control,67020c24-a414-4535-8593-e2f306b6d675,MX,Mobile,Google,320,529,es,0,0,7,35,1
2-Buttony-Conversion-Buttons,670bda65-0395-4df7-b41f-1b05a86e2c0f,US,Mobile,Google,375,628,en,0,0,11,25,1
1-Control,6723ed23-9e9a-422a-be32-c5d68bb5359f,MM,Mobile,,320,504,en,0,0,1,6,1
2-Buttony-Conversion-Buttons,67265abe-68a5-475e-80d3-c65c38fee634,BE,Mobile,,320,529,en,0,0,13,41,1
2-Buttony-Conversion-Buttons,67276e51-978f-4ded-a1dc-78e63b0879ed,GH,Mobile,Google,300,399,en,0,0,0,0,1
1-Control,67331d2b-002b-43a3-820c-b6cfbf2c9fa1,EG,Mobile,,375,628,en,0,0,2,7,1
2-Buttony-Conversion-Buttons,673612d3-7685-4583-b16b-ecbac6ebe560,ZM,Mobile,,400,584,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,673ff0e5-2ccf-446e-8b6d-f9cce8cafad7,US,Mobile,,414,696,en,0,0,2,1,1
1-Control,6747d912-db09-4954-9416-017923a067c6,GH,Mobile,Google,598,511,en,0,0,1,1,1
1-Control,674adfd9-c88c-4be5-a11b-d79f2e4af980,KE,Mobile,,320,568,en,0,0,6,16,1
2-Buttony-Conversion-Buttons,675394b1-18ec-4413-a0b3-40a89b0e5fc5,VN,Mobile,,0,0,vi,0,0,0,0,1
1-Control,67568ecf-556b-44d8-91d0-eb17604456cc,TZ,Mobile,,320,450,en,0,0,3,3,1
2-Buttony-Conversion-Buttons,6761153a-e5f9-4c09-b3c7-49069bdc1a12,EG,Mobile,Google,375,628,en,0,0,1,2,1
2-Buttony-Conversion-Buttons,67617564-5012-4700-824c-34f7dc3769ae,RS,Mobile,,360,615,en,0,0,13,20,1
1-Control,676c8849-8f36-43ef-a777-59cb377e211a,GR,Mobile,,360,568,en,0,0,5,23,1
1-Control,677a7faf-020f-4d7a-b580-4b612369a208,GB,Mobile,Google,320,508,en,0,0,1,4,1
1-Control,677f4202-d45a-4c5a-b183-f01d98768987,IL,Mobile,Google,320,529,he,0,0,1,4,1
1-Control,6783d18a-b879-4f39-ae93-69388807164a,GR,Tablet,,800,775,el,0,0,100,199,4
2-Buttony-Conversion-Buttons,679549d4-739b-451e-899c-9cc6b6b9c290,ID,Mobile,Google,320,460,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,67966ec5-f4a8-4a7c-8678-f69a680a2b1f,IN,Mobile,,360,615,en,0,0,8,10,1
1-Control,679770ab-5438-4f24-9e38-37becd9b8642,IN,Mobile,Google,360,568,en,0,0,9,6,1
1-Control,679e6b03-0a3b-4927-a234-dc44c2a64a9d,ZM,Mobile,Google,320,455,en,0,0,1,7,1
2-Buttony-Conversion-Buttons,67aa79d1-bf05-4a27-bf0d-705c1c2ccfe9,ID,Mobile,Google,667,628,en,0,0,12,26,1
1-Control,67b14f9b-cc86-4ae3-b073-071dae15e936,PK,Mobile,Google,360,616,en,0,0,5,12,2
2-Buttony-Conversion-Buttons,67c07301-0bba-466c-babb-23ece8b28c92,IQ,Mobile,Google,360,640,en,0,0,2,1,1
1-Control,67c0ebd9-2a05-4832-b1bb-6f7fa4825a52,NG,Mobile,,320,5695,en,0,0,1,1,1
1-Control,67d1640a-f839-40ee-a7e6-557bb3e63239,ID,Mobile,,343,500,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,67d8ce4b-6f52-466b-808b-67fbc73a3a97,CA,Mobile,,414,737,en,0,0,2,2,1
2-Buttony-Conversion-Buttons,67e09796-afc3-4e9d-887c-49124c3971c8,BD,Mobile,,320,469,en,0,0,18,38,2
2-Buttony-Conversion-Buttons,67e1737d-fb63-46c6-938e-44416f5e2463,NG,Unknown,,320,192,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,67e2bc52-3b2d-49e0-99c9-4af4c9f8ff77,JM,Mobile,,533,508,en,0,0,1,1,1
1-Control,67ee6491-51f8-40e2-8104-9947902435c0,BA,Mobile,,320,452,hr,0,0,4,7,2
2-Buttony-Conversion-Buttons,67f670ec-b562-41e7-b8a6-b199a9bcef0e,GB,Mobile,Google,375,628,en,0,0,1,3,1
1-Control,67f96887-04f9-4df7-8fd4-bddee029a66a,PK,Mobile,,320,529,en,0,0,37,27,1
1-Control,68028e5f-457c-4cf1-896a-3cf39049235c,AT,Tablet,Google,600,920,en,0,0,2,2,1
2-Buttony-Conversion-Buttons,68056d4b-c942-4c50-bb63-04d8df6b9b3c,DE,Mobile,Google,360,616,en,0,0,5,9,1
1-Control,6806c5bf-c528-4e2a-9204-f20a1db05b4c,IN,Mobile,,360,522,en,0,0,10,3,1
1-Control,6806fdce-1674-4f00-bbed-bfe873649721,GH,Mobile,,320,410,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,680e9867-4d8c-4c8f-b11b-146b9e7b0756,NG,Mobile,Google,343,488,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,68136229-d1fc-4b33-93f4-84b7393fe675,GH,Mobile,Google,320,508,en,0,0,4,12,2
2-Buttony-Conversion-Buttons,6816c933-0fe2-4698-9f58-21a033ef3b2a,ZM,Mobile,,753,5590,en,0,0,33,5,1
1-Control,68203a1b-fb6c-450a-a31c-a674e01b0584,IT,Tablet,Google,1280,775,it,0,0,2,13,2
2-Buttony-Conversion-Buttons,68289a02-ecdb-4a36-984a-177c409430c9,GH,Mobile,,300,427,en,0,0,0,0,1
1-Control,682e172a-8a9f-4cc2-a785-709a9c471e2f,NG,Mobile,,320,508,en,0,0,8,12,1
2-Buttony-Conversion-Buttons,68304895-14ab-4b38-a1da-c6e043ea4a1f,CZ,Mobile,Google,320,441,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,683631ab-7432-44ff-b091-081a57a77498,BY,Mobile,Google,375,628,en,0,0,2,1,1
2-Buttony-Conversion-Buttons,6847730a-c567-4af7-875f-f98fe12f2f41,PK,Mobile,,360,511,en,0,0,0,0,1
1-Control,684b33eb-5eef-401d-a81e-186149f3c8c1,US,Mobile,,360,616,en,0,0,13,18,1
2-Buttony-Conversion-Buttons,68575ca1-7181-40b0-85c2-1ab80794b0fd,NG,Mobile,,788,495,en,0,0,0,0,2
2-Buttony-Conversion-Buttons,685dfb93-70fc-4c7d-b9c1-43f4d7d04a13,DE,Mobile,Google,412,708,en,0,0,2,14,1
1-Control,686216c2-c5af-4251-8f3d-50a7b45a5709,GH,Mobile,Google,320,529,en,0,0,4,43,2
2-Buttony-Conversion-Buttons,686af250-d87c-4774-a087-c36a97a6bc87,HR,Mobile,Google,360,615,hr,0,0,3,3,1
2-Buttony-Conversion-Buttons,686bbc9d-ca46-4bae-9973-b67dc8eafe02,IN,Mobile,,412,660,en,0,0,1,3,1
1-Control,686f1758-407c-417e-8fdd-e85e6b1c471b,ES,Mobile,Google,360,616,es,0,0,1,1,1
2-Buttony-Conversion-Buttons,686f5150-dd59-4270-afed-6ab4f04b7642,NG,Mobile,Google,360,559,en,0,0,3,1,1
1-Control,686fb0a9-877a-4715-b572-1c9505d62686,ID,Mobile,Google,360,615,en,0,0,4,5,1
2-Buttony-Conversion-Buttons,687031d6-1f82-4143-a2f1-9c0b8521d82f,NG,Mobile,,320,7463,en,0,0,48,15,1
1-Control,688136b3-7c20-43a6-96ed-8a672dc675c8,UG,Unknown,,240,247,en,0,0,0,0,1
1-Control,68913a4b-5d35-4ddb-bc16-3699e34b8be2,  ,Mobile,Google,375,628,ru,0,0,1,2,1
2-Buttony-Conversion-Buttons,6893f2e4-cc51-49c0-abbb-0c00ee80ba0b,CA,Mobile,Google,320,529,fr,0,0,3,1,1
2-Buttony-Conversion-Buttons,689600a3-b77e-42d7-ad2c-b54a8fbdbd02,BD,Mobile,Google,229,282,en,0,0,0,0,1
1-Control,68961945-1d25-48e3-9c06-2f60b3edfef7,IN,Mobile,Google,360,616,en,0,0,0,0,1
1-Control,6896a2ec-f055-40b0-bfc5-4237274aa06c,PK,Mobile,Google,360,592,en,0,0,3,1,1
1-Control,68990942-5275-437a-804b-4e7a445bc310,GB,Mobile,Google,480,6048,en,0,0,4,2,1
2-Buttony-Conversion-Buttons,689c86c7-efb3-4503-a1a9-19d93b711e7f,US,Mobile,Google,414,628,en,0,0,2,2,1
1-Control,68a6f8bd-6b4f-4f35-a535-144f839eaeb4,  ,Mobile,Google,320,508,en,0,0,7,13,1
